sample_id,family,n_qubits,parameter,label,ground_energy,physical_diagnostic,split
51,tfim,8,1.315,-1,-11.888187801568266,0.0235924359543117,transition_sweep
52,tfim,8,1.33,-1,-11.99186777510194,0.0219571312782626,transition_sweep
53,tfim,8,1.345,-1,-12.095942957356831,0.0204464860497205,transition_sweep
54,tfim,8,1.36,-1,-12.200398892632975,0.0190503239659677,transition_sweep
55,tfim,8,1.375,-1,-12.305221822294254,0.0177593307353685,transition_sweep
56,tfim,8,1.39,-1,-12.410398644657302,0.0165649818881242,transition_sweep
57,tfim,8,1.4049999999999998,-1,-12.515916877344027,0.0154594759563459,transition_sweep
58,tfim,8,1.42,-1,-12.621764621969426,0.014435672804291,transition_sweep
59,tfim,8,1.435,-1,-12.727930531036383,0.0134870368526225,transition_sweep
60,tfim,8,1.45,-1,-12.834403776908728,0.0126075849214255,transition_sweep
0,xxz,8,0.55,-1,-11.574164841267793,0.2207170181479917,transition_sweep
1,xxz,8,0.5650000000000001,-1,-11.635033705146666,0.2230624729250409,transition_sweep
2,xxz,8,0.5800000000000001,-1,-11.696139862163738,0.2254206413710196,transition_sweep
3,xxz,8,0.5950000000000001,-1,-11.757482278505355,0.2277915690589378,transition_sweep
4,xxz,8,0.61,-1,-11.81905994016902,0.2301752982043193,transition_sweep
5,xxz,8,0.625,-1,-11.880871852455355,0.2325718675738046,transition_sweep
6,xxz,8,0.64,-1,-11.942917039467334,0.2349813123948705,transition_sweep
7,xxz,8,0.655,-1,-12.005194543616112,0.2374036642655115,transition_sweep
8,xxz,8,0.67,-1,-12.06770342513522,0.2398389510644754,transition_sweep
9,xxz,8,0.685,-1,-12.130442761599946,0.242287196862029,transition_sweep
10,xxz,8,0.7,-1,-12.193411647454363,0.2447484218314223,transition_sweep
11,xxz,8,0.7150000000000001,-1,-12.25660919354342,0.247222642161096,transition_sweep
12,xxz,8,0.73,-1,-12.320034526651575,0.2497098699678363,transition_sweep
13,xxz,8,0.745,-1,-12.38368678904659,0.2522101132108131,transition_sweep
14,xxz,8,0.76,-1,-12.4475651380289,0.2547233756070088,transition_sweep
15,xxz,8,0.775,-1,-12.511668745486066,0.2572496565474758,transition_sweep
16,xxz,8,0.79,-1,-12.575996797452234,0.2597889510153228,transition_sweep
17,xxz,8,0.8049999999999999,-1,-12.640548493672568,0.2623412495049616,transition_sweep
18,xxz,8,0.8200000000000001,-1,-12.70532304717183,0.2649065379430421,transition_sweep
19,xxz,8,0.835,-1,-12.77031968382795,0.2674847976109782,transition_sweep
20,xxz,8,0.85,-1,-12.83553764194967,0.2700760050694784,transition_sweep
21,xxz,8,0.865,-1,-12.9009761718585,0.272680132084857,transition_sweep
22,xxz,8,0.88,-1,-12.966634535474666,0.2752971455575833,transition_sweep
23,xxz,8,0.895,-1,-13.03251200590736,0.2779270074528914,transition_sweep
24,xxz,8,0.91,-1,-13.09860786704827,0.2805696747338264,transition_sweep
25,xxz,8,0.925,-1,-13.1649214131697,0.2832250992966937,transition_sweep
26,xxz,8,0.94,-1,-13.231451948526152,0.2858932279091148,transition_sweep
27,xxz,8,0.955,-1,-13.29819878695908,0.2885740021508047,transition_sweep
28,xxz,8,0.97,-1,-13.365161251506118,0.2912673583571625,transition_sweep
29,xxz,8,0.985,-1,-13.432338674013376,0.2939732275658441,transition_sweep
30,xxz,8,1.0,-1,-13.499730394751577,0.2966915354664343,transition_sweep
31,xxz,8,1.015,-1,-13.567335762035308,0.2994222023533998,transition_sweep
32,xxz,8,1.03,-1,-13.63515413184646,0.3021651430822156,transition_sweep
33,xxz,8,1.045,-1,-13.703184867460289,0.3049202670292099,transition_sweep
34,xxz,8,1.06,-1,-13.771427339076103,0.3076874780548318,transition_sweep
35,xxz,8,1.075,-1,-13.83988092345036,0.3104666744707221,transition_sweep
36,xxz,8,1.09,-1,-13.908545003533836,0.3132577490105817,transition_sweep
37,xxz,8,1.105,-1,-13.97741896811254,0.3160605888050516,transition_sweep
38,xxz,8,1.12,-1,-14.046502211451845,0.3188750753606343,transition_sweep
39,xxz,8,1.135,-1,-14.115794132944172,0.3217010845428317,transition_sweep
40,xxz,8,1.15,-1,-14.185294136760843,0.3245384865635538,transition_sweep
41,xxz,8,1.165,-1,-14.255001631507175,0.3273871459729786,transition_sweep
42,xxz,8,1.18,-1,-14.324916029881289,0.3302469216558221,transition_sweep
43,xxz,8,1.1949999999999998,-1,-14.395036748337132,0.3331176668324732,transition_sweep
44,xxz,8,1.21,-1,-14.465363206751348,0.3359992290643332,transition_sweep
45,xxz,8,1.225,-1,-14.535894828093737,0.338891450264552,transition_sweep
46,xxz,8,1.24,-1,-14.606631038102057,0.3417941667131388,transition_sweep
47,xxz,8,1.255,-1,-14.677571264961037,0.3447072090773821,transition_sweep
48,xxz,8,1.27,-1,-14.748714938985202,0.3476304024367898,transition_sweep
49,xxz,8,1.285,-1,-14.820061492306484,0.3505635663139311,transition_sweep
50,xxz,8,1.2999999999999998,-1,-14.891610358566162,0.3535065147095091,transition_sweep
51,xxz,8,1.315,-1,-14.9633609726107,0.3564590561432109,transition_sweep
52,xxz,8,1.33,-1,-15.035312770193274,0.3594209936995382,transition_sweep
53,xxz,8,1.345,-1,-15.107465187679033,0.3623921250790479,transition_sweep
54,xxz,8,1.36,-1,-15.179817661755598,0.3653722426547858,transition_sweep
55,xxz,8,1.375,-1,-15.252369629148754,0.3683611335340764,transition_sweep
56,xxz,8,1.39,-1,-15.325120526342698,0.3713585796256204,transition_sweep
57,xxz,8,1.4049999999999998,-1,-15.398069789305694,0.3743643577118316,transition_sweep
58,xxz,8,1.42,-1,-15.47121685322105,0.3773782395267508,transition_sweep
59,xxz,8,1.435,-1,-15.544561152223537,0.3803999918389608,transition_sweep
60,xxz,8,1.45,-1,-15.618102119141051,0.3834293765397142,transition_sweep
0,cluster,8,0.55,-1,-7.048436579507744,0.7997559335604226,transition_sweep
1,cluster,8,0.5650000000000001,-1,-7.110692350115583,0.788703046408565,transition_sweep
2,cluster,8,0.5800000000000001,-1,-7.174716192677323,0.7775635154798994,transition_sweep
3,cluster,8,0.5950000000000001,-1,-7.24047359078341,0.7663661690315132,transition_sweep
4,cluster,8,0.61,-1,-7.3079274737516196,0.7551388941783234,transition_sweep
5,cluster,8,0.625,-1,-7.377038564745451,0.7439083616935079,transition_sweep
6,cluster,8,0.64,-1,-7.447765731800392,0.7326997974762098,transition_sweep
7,cluster,8,0.655,-1,-7.52006633473152,0.7215368020557985,transition_sweep
8,cluster,8,0.67,-1,-7.5938965618082035,0.7104412175516058,transition_sweep
9,cluster,8,0.685,-1,-7.669211751096153,0.6994330398709,transition_sweep
10,cluster,8,0.7,-1,-7.74596669241481,0.6885303726590971,transition_sweep
11,cluster,8,0.7150000000000001,-1,-7.824115906891905,0.6777494185775804,transition_sweep
12,cluster,8,0.73,-1,-7.903613902068664,0.6671045029849703,transition_sweep
13,cluster,8,0.745,-1,-7.984415401393673,0.656608124764971,transition_sweep
14,cluster,8,0.76,-1,-8.066475547713578,0.6462710291492294,transition_sweep
15,cluster,8,0.775,-1,-8.149750081020365,0.6361022975199778,transition_sweep
16,cluster,8,0.79,-1,-8.234195491242838,0.6261094496136058,transition_sweep
17,cluster,8,0.8049999999999999,-1,-8.319769147277274,0.6162985540129121,transition_sweep
18,cluster,8,0.8200000000000001,-1,-8.406429403752966,0.6066743432764019,transition_sweep
19,cluster,8,0.835,-1,-8.494135687227264,0.5972403307182063,transition_sweep
20,cluster,8,0.85,-1,-8.5828485636246,0.5879989262644928,transition_sweep
21,cluster,8,0.865,-1,-8.672529788777672,0.5789515494514511,transition_sweep
22,cluster,8,0.88,-1,-8.763142343923338,0.5700987379392323,transition_sweep
23,cluster,8,0.895,-1,-8.85465045794951,0.5614402504838462,transition_sweep
24,cluster,8,0.91,-1,-8.947019618105887,0.5529751635537034,transition_sweep
25,cluster,8,0.925,-1,-9.040216570784532,0.5447019611162122,transition_sweep
26,cluster,8,0.94,-1,-9.134209313850889,0.5366186173720966,transition_sweep
27,cluster,8,0.955,-1,-9.228967081881056,0.5287226723861153,transition_sweep
28,cluster,8,0.97,-1,-9.324460325524612,0.5210113007554926,transition_sweep
29,cluster,8,0.985,-1,-9.420660686085506,0.5134813735342556,transition_sweep
30,cluster,8,1.0,-1,-9.51754096628726,0.5061295137319773,transition_sweep
31,cluster,8,1.015,-1,-9.615075098069925,0.4989521457756247,transition_sweep
32,cluster,8,1.03,-1,-9.713238108156215,0.4919455393318375,transition_sweep
33,cluster,8,1.045,-1,-9.812006082023965,0.485105847920592,transition_sweep
34,cluster,8,1.06,-1,-9.911356126828531,0.4784291427572995,transition_sweep
35,cluster,8,1.075,-1,-10.011266333737396,0.4719114422458578,transition_sweep
36,cluster,8,1.09,-1,-10.111715740065147,0.4655487375265832,transition_sweep
37,cluster,8,1.105,-1,-10.21268429153075,0.4593370144848716,transition_sweep
38,cluster,8,1.12,-1,-10.314152804903973,0.4532722725755538,transition_sweep
39,cluster,8,1.135,-1,-10.416102931255216,0.4473505408133253,transition_sweep
40,cluster,8,1.15,-1,-10.51851711998215,0.4415678912441448,transition_sweep
41,cluster,8,1.165,-1,-10.62137858374706,0.4359204501911062,transition_sweep
42,cluster,8,1.18,-1,-10.724671264429212,0.4304044075329504,transition_sweep
43,cluster,8,1.1949999999999998,-1,-10.828379800167346,0.4250160242612009,transition_sweep
44,cluster,8,1.21,-1,-10.932489493545797,0.4197516385330286,transition_sweep
45,cluster,8,1.225,-1,-11.036986280957873,0.4146076704049274,transition_sweep
46,cluster,8,1.24,-1,-11.14185670316496,0.409580625433587,transition_sweep
47,cluster,8,1.255,-1,-11.247087877055186,0.4046670972880404,transition_sweep
48,cluster,8,1.27,-1,-11.352667468596817,0.3998637695145511,transition_sweep
49,cluster,8,1.285,-1,-11.458583666969623,0.3951674165771152,transition_sweep
50,cluster,8,1.2999999999999998,-1,-11.5648251598548,0.3905749042779429,transition_sweep
51,cluster,8,1.315,-1,-11.671381109854066,0.3860831896531708,transition_sweep
52,cluster,8,1.33,-1,-11.778241132008052,0.3816893204272338,transition_sweep
53,cluster,8,1.345,-1,-11.885395272378249,0.3773904340976741,transition_sweep
54,cluster,8,1.36,-1,-11.992833987656809,0.373183756713516,transition_sweep
55,cluster,8,1.375,-1,-12.100548125765044,0.369066601403149,transition_sweep
56,cluster,8,1.39,-1,-12.208528907402108,0.3650363666981701,transition_sweep
57,cluster,8,1.4049999999999998,-1,-12.31676790850372,0.361090534695828,transition_sweep
58,cluster,8,1.42,-1,-12.425257043572936,0.3572266690948764,transition_sweep
59,cluster,8,1.435,-1,-12.533988549841546,0.3534424131367248,transition_sweep
60,cluster,8,1.45,-1,-12.642954972226969,0.349735487476605,transition_sweep
