family,delta,parameter,nominal_label,order_parameter,spectral_gap,fidelity_to_unperturbed,qcnn_probability,predicted_label
tfim,0.02,1.58993119727495,1,0.0069829535410713735,1.401099408686937,0.9999275625783207,0.5949887907010138,1
tfim,0.02,1.4984782891111184,1,0.010228987996578457,1.226061350197817,0.9999416696538562,0.5925951184680501,1
tfim,0.02,1.5957324992548232,1,0.0067319015934303545,1.413676534788042,0.9999753972983013,0.5958674065618715,1
tfim,0.02,0.61,0,0.6107725639578643,0.023411932707645633,0.9999161523004014,0.3512504057122827,0
tfim,0.02,0.67,0,0.5136934725222974,0.04679365919564127,0.9999184893625936,0.3934037282896394,0
tfim,0.02,0.97,0,0.14310860263055664,0.32352965161749303,0.9999365908390224,0.5369206132060538,1
tfim,0.02,1.06,1,0.08681309756375627,0.4539399673963249,0.999951451887744,0.557612468518772,1
tfim,0.02,1.075,1,0.0816557020696249,0.4786286526362318,0.9999693978041133,0.5602862240422632,1
tfim,0.05,0.6875639556301347,0,0.4759691253202794,0.059678786072465684,0.9994251193002163,0.4091828738342109,0
tfim,0.05,0.5004023049952941,0,0.7238735249435229,0.006176390154680078,0.9996547608399426,0.29311732212335556,0
tfim,0.05,0.3742170868403641,0,0.8688572321836415,0.0005281969202757253,0.9997232207788537,0.22096927473130334,0
tfim,0.05,0.5290698144729544,0,0.7220023699784668,0.00785124622964073,0.9997859152372212,0.2998255389835265,0
tfim,0.05,1.3480646946648531,1,0.018600596708177618,0.9664519668375409,0.999871932671192,0.5871770265849409,1
tfim,0.05,1.5892559374910094,1,0.008131624411254954,1.3684963502362368,0.999764458928819,0.5949846707954074,1
tfim,0.05,1.39236936925361,1,0.016320525059317983,1.0296179410161166,0.9998224969278126,0.5902480830807793,1
tfim,0.05,0.7179915758984654,0,0.4624137774452947,0.06119057659540239,0.9991440336114379,0.4143445068428197,0
tfim,0.05,0.2527438645767617,0,0.9377249722143443,3.014747029173037e-05,0.9998853498584905,0.18175324899113435,0
tfim,0.05,1.7468997037445315,1,0.0032400023420783536,1.772500511576963,0.9998306905419845,0.5980100826995615,1
tfim,0.05,0.2879425805912761,0,0.917640317084395,9.152807922063744e-05,0.9998686618646154,0.19317055919611542,0
tfim,0.05,0.2448770132482144,0,0.9437281268484622,2.3503312577055624e-05,0.9999542406855809,0.17848886322195484,0
tfim,0.05,1.58993119727495,1,0.007110209158273498,1.3946095390228948,0.9995399755996229,0.5941059720432708,1
tfim,0.05,1.4984782891111184,1,0.010288829008728547,1.217931256838222,0.999634601245353,0.5916893565269112,1
tfim,0.05,1.5957324992548232,1,0.006724857897340094,1.4149135730970368,0.999845934313894,0.5961409295484058,1
tfim,0.05,0.61,0,0.6179947181690162,0.022358620257872275,0.9994876606973201,0.3485477607848505,0
tfim,0.05,0.67,0,0.507904631932993,0.04951931376749741,0.9994758673914333,0.3963174227141675,0
tfim,0.05,0.97,0,0.149375522428813,0.31858593080530717,0.999598474983151,0.5355184416521445,1
tfim,0.05,1.06,1,0.08749180254860447,0.4456693455886729,0.9996971427996826,0.5569626702254514,1
tfim,0.05,1.075,1,0.08451056324295869,0.47247145703192395,0.9998113952028693,0.5596916541420246,1
tfim,0.1,0.6875639556301347,0,0.46033289853005216,0.06664432057751846,0.9976679278721102,0.41588422901993266,0
tfim,0.1,0.5004023049952941,0,0.7036585225386458,0.00641994989912309,0.9985760892677659,0.29854130743631574,0
tfim,0.1,0.3742170868403641,0,0.8775878640817593,0.0004195099615103004,0.9989429497050029,0.21578053554570759,0
tfim,0.1,0.5290698144729544,0,0.7330117245715624,0.006935169433424981,0.9991473517277951,0.29564434162947323,0
tfim,0.1,1.3480646946648531,1,0.017138706353707178,0.9796319703465031,0.9994980031425312,0.5871042610014703,1
tfim,0.1,1.5892559374910094,1,0.009579482720374594,1.3267027366331323,0.9989960030574869,0.5943684002855568,1
tfim,0.1,1.39236936925361,1,0.016219765159636777,1.0236676695168931,0.9992854378635037,0.5911412634231172,1
tfim,0.1,0.7179915758984654,0,0.47949540051742745,0.05350701187003892,0.9967275213402028,0.4072042752943096,0
tfim,0.1,0.2527438645767617,0,0.9385093231452082,2.941351640206591e-05,0.9995560664142896,0.18120264760456573,0
tfim,0.1,1.7468997037445315,1,0.0028462674628273107,1.84016609801186,0.9993518978550949,0.5976763697430097,1
tfim,0.1,0.2879425805912761,0,0.9172934687832016,9.678504515697739e-05,0.9994829355904674,0.19290551760474473,0
tfim,0.1,0.2448770132482144,0,0.9471829518430099,2.282318989177412e-05,0.9998215880852765,0.176798407069367,0
tfim,0.1,1.58993119727495,1,0.007303865206882958,1.3630426696318665,0.9981060336989119,0.5925497142996836,1
tfim,0.1,1.4984782891111184,1,0.010334980865184345,1.1943807813420602,0.9985329812599512,0.5901556520314709,1
tfim,0.1,1.5957324992548232,1,0.0066865249505848375,1.4130872468833289,0.9993817129950971,0.5966026266614328,1
tfim,0.1,0.61,0,0.6290322609625445,0.02062209335164944,0.9980261186801058,0.34451091424319835,0
tfim,0.1,0.67,0,0.4970573115056012,0.054391991643433,0.9977982621290378,0.4016094206966306,0
tfim,0.1,0.97,0,0.1602539475411286,0.3092033131174414,0.9983576279935121,0.5330162330385233,1
tfim,0.1,1.06,1,0.08848288285384542,0.431249868464338,0.9987924142330407,0.5559375727850923,1
tfim,0.1,1.075,1,0.08921004313643241,0.4623076731652027,0.9992629237693311,0.558688304570359,1
tfim,0.2,0.6875639556301347,0,0.4255039453840668,0.08191880515430583,0.9904526745041796,0.43009828751531937,0
tfim,0.2,0.5004023049952941,0,0.6591086106330667,0.006762291818134258,0.9939088479032964,0.3106577440997612,0
tfim,0.2,0.3742170868403641,0,0.8923390837581048,0.0002594762031513653,0.9961335591938805,0.20671252164544995,0
tfim,0.2,0.5290698144729544,0,0.7530984470018204,0.0053171314095052935,0.9965996264111209,0.2878644076059683,0
tfim,0.2,1.3480646946648531,1,0.014469227837481287,1.000220749847891,0.9980675611637437,0.5868763532032735,1
tfim,0.2,1.5892559374910094,1,0.013368745133763755,1.2075365837323222,0.9954023084379474,0.5929324100261554,1
tfim,0.2,1.39236936925361,1,0.01591661786651044,1.0008192127110984,0.9970969583728457,0.592870718251757,1
tfim,0.2,0.7179915758984654,0,0.5069089409059266,0.040327001559957054,0.9880771196454096,0.39475013823830307,0
tfim,0.2,0.2527438645767617,0,0.9376083447873832,2.88066582774249e-05,0.9982822320202454,0.18097884766729605,0
tfim,0.2,1.7468997037445315,1,0.0021879577421107504,1.9565381582810115,0.9976186857413152,0.5969762245322554,1
tfim,0.2,0.2879425805912761,0,0.9136285908336085,0.00010866161777034478,0.9979576152117826,0.1934578753501263,0
tfim,0.2,0.2448770132482144,0,0.953363575716801,2.180453196842791e-05,0.9993175704448941,0.17374105514457894,0
tfim,0.2,1.58993119727495,1,0.007606828943095084,1.226345426929548,0.9919102163200081,0.5890473519812953,1
tfim,0.2,1.4984782891111184,1,0.010218295789520179,1.1192831112500023,0.994092148492329,0.5869908377498538,1
tfim,0.2,1.5957324992548232,1,0.006508651300391518,1.396646518169792,0.9975105523424836,0.5975530449725037,1
tfim,0.2,0.61,0,0.6477164015382355,0.0172828364172819,0.992668877255454,0.3381158258727681,0
tfim,0.2,0.67,0,0.47045609900310426,0.0655041621832968,0.9902390865323384,0.41389120340823427,0
tfim,0.2,0.97,0,0.18376038300433423,0.28626064830809916,0.993119434166051,0.5273432507789557,1
tfim,0.2,1.06,1,0.08992078719660529,0.40048332023351385,0.9952023270916218,0.5541189573730592,1
tfim,0.2,1.075,1,0.09831143028471086,0.44249838735529323,0.9971837889045944,0.5566510556834918,1
xxz,0.0,-0.2838709784342567,0,0.10789320188264721,0.4712085730729427,1.0000000000000004,0.39409382120350245,0
xxz,0.0,-0.2507648269436991,0,0.11182711001507258,0.49646401175272104,1.0,0.39745934326591614,0
xxz,0.0,-0.0634649882636109,0,0.13478021573502016,0.6434001085596996,1.0,0.4174657254656818,0
xxz,0.0,1.7380579151001707,1,0.4427261488575231,1.2115698260286099,0.9999999999999996,0.6649888896303214,1
xxz,0.0,-0.1685792855879617,0,0.12174571745696972,0.5601263235633009,1.0000000000000004,0.40604395262894183,0
xxz,0.0,1.606798098797381,1,0.41549004802189515,1.2855523581371635,1.0000000000000009,0.6454739541025429,1
xxz,0.0,-0.4756459310795413,0,0.0856802006760279,0.32980970313038593,1.0000000000000004,0.37580595800828287,0
xxz,0.0,1.5296685342553586,1,0.39963694871366245,1.328286899214902,1.0000000000000004,0.6339225899873966,1
xxz,0.0,-0.3500633142840794,0,0.10012382872128622,0.42142787137880333,1.0000000000000009,0.3875368656154529,0
xxz,0.0,0.3833716365853141,0,0.1955008586438452,1.0159425558214945,1.0,0.470814802338064,0
xxz,0.0,-0.0963725915847261,0,0.13065501450438638,0.6171194621792662,1.0,0.4138390946967842,0
xxz,0.0,1.8697949992703544,1,0.470211197456181,1.1370477763960736,0.9999999999999998,0.6842716162560847,1
xxz,0.0,1.4801488108239915,1,0.38954029963355236,1.35522498496956,1.0,0.6264898626352767,1
xxz,0.0,1.5709828526217404,1,0.4081112029794188,1.3054953255077528,1.0,0.6401152740180992,1
xxz,0.0,1.984373488290914,1,0.4940723089764759,1.072993992064852,1.0000000000000004,0.7006872802131116,1
xxz,0.0,0.61,0,0.23017529820432386,1.2142860252551522,0.9999999999999998,0.500519662657699,1
xxz,0.0,0.67,0,0.23983895106447525,1.2678077808994566,1.0,0.5086548715766324,1
xxz,0.0,0.97,0,0.2912673583571623,1.542558722004168,0.9999999999999998,0.55084041802921,1
xxz,0.0,1.06,1,0.307687478054835,1.550569850771856,1.0,0.5639197817472212,1
xxz,0.0,1.075,1,0.31046667447072285,1.5451284135717245,1.0000000000000009,0.5661153402479716,1
xxz,0.02,-0.2838709784342567,0,0.1094379272747639,0.4679134559938305,0.9999674104795039,0.3954855419285257,0
xxz,0.02,-0.2507648269436991,0,0.11328164537253096,0.48452177113867023,0.9999770186920225,0.3990250077502636,0
xxz,0.02,-0.0634649882636109,0,0.13652225725971462,0.6505597689138991,0.9999099963032996,0.4184879245486075,0
xxz,0.02,1.7380579151001707,1,0.4425266000658592,1.2140971615636538,0.9999140861841849,0.6657873544605679,1
xxz,0.02,-0.1685792855879617,0,0.12339688355802918,0.5564154934221825,0.9999673522064365,0.4075804411881736,0
xxz,0.02,1.606798098797381,1,0.41714280060992437,1.2881437879269697,0.9999815269873192,0.6469631142968068,1
xxz,0.02,-0.4756459310795413,0,0.08694061158361635,0.3225759991856769,0.9999532590262037,0.3767939905302099,0
xxz,0.02,1.5296685342553586,1,0.39921462427613236,1.346377517775787,0.9998182616026199,0.6313885039622953,1
xxz,0.02,-0.3500633142840794,0,0.10167883869791935,0.41970787526079434,0.9999219691428648,0.38894784792592096,0
xxz,0.02,0.3833716365853141,0,0.19708083105724936,1.0319050636440696,0.9998466371502315,0.4714379813283883,0
xxz,0.02,-0.0963725915847261,0,0.13239310881520108,0.6189392726823169,0.9998776713266696,0.4157263684242338,0
xxz,0.02,1.8697949992703544,1,0.4631214482710776,1.1957660143204656,0.9996359182190794,0.679074637147631,1
xxz,0.02,1.4801488108239915,1,0.39048008752649765,1.3587520721504553,0.9999030658387442,0.6257470839339849,1
xxz,0.02,1.5709828526217404,1,0.41484410820164264,1.2602373153820086,0.9998649911879893,0.6459651702960421,1
xxz,0.02,1.984373488290914,1,0.4942525117936504,1.0773345912902492,0.9999566237775535,0.6998114332363751,1
xxz,0.02,0.61,0,0.23340968717123436,1.1841189149997646,0.9999322752943568,0.5034325634631315,1
xxz,0.02,0.67,0,0.24129439846829498,1.2818589946187657,0.9998460444975241,0.5108560558108702,1
xxz,0.02,0.97,0,0.29292510340747774,1.5485933358504997,0.9999521281395528,0.5524073792732809,1
xxz,0.02,1.06,1,0.31077975767727134,1.5261778403857083,0.999949670728559,0.5654363867802521,1
xxz,0.02,1.075,1,0.3101242329043341,1.5768857160094196,0.9998524371391473,0.5653094161178406,1
xxz,0.05,-0.2838709784342567,0,0.11178092018529703,0.46257652524948867,0.9997927075594358,0.3975881739580135,0
xxz,0.05,-0.2507648269436991,0,0.1155495357907405,0.46605316891960236,0.9998447933379205,0.4014639827946914,0
xxz,0.05,-0.0634649882636109,0,0.13907632552764237,0.6614065934114617,0.9994310054530745,0.41994383558324294,0
xxz,0.05,1.7380579151001707,1,0.44199195015194803,1.2173627156073614,0.9994592896017076,0.6668613449256,1
xxz,0.05,-0.1685792855879617,0,0.12591016646971573,0.5505012803323268,0.9997902982438494,0.40993358203133723,0
xxz,0.05,1.606798098797381,1,0.4195292649332757,1.2917370192805393,0.9998868087278191,0.6491185016560318,1
xxz,0.05,-0.4756459310795413,0,0.08889051044015793,0.3114357602334845,0.9996888224185486,0.3783676463874948,0
xxz,0.05,1.5296685342553586,1,0.3983271027180007,1.3686879072516902,0.99889540622184,0.6274571706773056,1
xxz,0.05,-0.3500633142840794,0,0.10405404686452013,0.4167372954737045,0.999489541348798,0.3911102957798373,0
xxz,0.05,0.3833716365853141,0,0.199331461991755,1.0560736563403594,0.9990201940916249,0.4721889669905655,0
xxz,0.05,-0.0963725915847261,0,0.13500000954558936,0.6208992423712694,0.9992136354788576,0.4186400517388275,0
xxz,0.05,1.8697949992703544,1,0.4519840391919265,1.2868903408246268,0.9977888303295159,0.6707689450106876,1
xxz,0.05,1.4801488108239915,1,0.3915941654660179,1.3632092228787585,0.9993838349039814,0.6243667353215392,1
xxz,0.05,1.5709828526217404,1,0.4250402454222047,1.1910834337663303,0.9991150075006658,0.6548458697419834,1
xxz,0.05,1.984373488290914,1,0.4943860195257261,1.0822926986611385,0.9997282528543376,0.6983757363020943,1
xxz,0.05,0.61,0,0.23838869885729494,1.1371750277971415,0.9995493857596162,0.5079021476146273,1
xxz,0.05,0.67,0,0.24331894568350299,1.301522944399352,0.9990129659951542,0.5140944021258571,1
xxz,0.05,0.97,0,0.2953543012738451,1.553693034278643,0.9997020731516025,0.5547370957444486,1
xxz,0.05,1.06,1,0.3154130430865732,1.487258977855154,0.9996790333384291,0.5676630524085378,1
xxz,0.05,1.075,1,0.30936444139857067,1.6250654018426438,0.9990852511312438,0.5638861884696451,1
xxz,0.1,-0.2838709784342567,0,0.11575875296413085,0.45258046443863,0.999144823415025,0.4011316316205993,0
xxz,0.1,-0.2507648269436991,0,0.11958581192452607,0.4335772168733216,0.9992842567623975,0.4058003157280049,0
xxz,0.1,-0.0634649882636109,0,0.1431632065849817,0.6796616247295297,0.9976840156766071,0.4221574570336664,0
xxz,0.1,1.7380579151001707,1,0.4404764850129392,1.221307482634165,0.9978151859151776,0.6683169034931452,1
xxz,0.1,-0.1685792855879617,0,0.13019796275629414,0.5395723034753033,0.9991212991238217,0.4139859401897069,0
xxz,0.1,1.606798098797381,1,0.4232703579692022,1.2969542552308084,0.99956149550357,0.6525116229931032,1
xxz,0.1,-0.4756459310795413,0,0.09231086136309899,0.2919610125731751,0.9986073630250931,0.38126173688263854,0
xxz,0.1,1.5296685342553586,1,0.396280233275502,1.3918228070986522,0.9957917949966084,0.6206565067543924,1
xxz,0.1,-0.3500633142840794,0,0.10812715793963487,0.4106949759938816,0.9977842397578327,0.39482559835729986,0
xxz,0.1,0.3833716365853141,0,0.20272476679675214,1.0962275619203385,0.9959471514640867,0.4729149085403761,0
xxz,0.1,-0.0963725915847261,0,0.13932618829813775,0.6217233513147438,0.9967063075021722,0.42371548743440524,0
xxz,0.1,1.8697949992703544,1,0.4324733009341258,1.4464553346447424,0.9915969144764462,0.6558457904805607,1
xxz,0.1,1.4801488108239915,1,0.392633043013392,1.3678951975727411,0.9974670749747235,0.6213360021923959,1
xxz,0.1,1.5709828526217404,1,0.4421882688922443,1.0732709530585858,0.9961638234523483,0.6698583329309395,1
xxz,0.1,1.984373488290914,1,0.4942447250241253,1.085980673059801,0.9989078183888929,0.6956571234600196,1
xxz,0.1,0.61,0,0.2470335756113846,1.0545632784059027,0.9979896905751329,0.5156259140677734,1
xxz,0.1,0.67,0,0.24622831932248013,1.3289881983886183,0.995889460306066,0.5192817559065328,1
xxz,0.1,0.97,0,0.2992515637247061,1.5203318813861166,0.9988155921407975,0.5585679099721218,1
xxz,0.1,1.06,1,0.32311252214345715,1.4164581671061889,0.9986701376640864,0.5712424487772338,1
xxz,0.1,1.075,1,0.3074713904486038,1.7066621549380745,0.9963951849578433,0.5609688404045095,1
xxz,0.2,-0.2838709784342567,0,0.12401565058648188,0.42802627542059923,0.996335754839046,0.4083520175147909,0
xxz,0.2,-0.2507648269436991,0,0.12885114829434643,0.36044812363772394,0.9959448906347259,0.4157586991565081,0
xxz,0.2,-0.0634649882636109,0,0.15061835471870474,0.7160042701552456,0.9904722683595029,0.42575275435247883,0
xxz,0.2,1.7380579151001707,1,0.4351556481820141,1.2230535852067366,0.9911342762397952,0.6699538381566447,1
xxz,0.2,-0.1685792855879617,0,0.13915106716399278,0.5124790511712565,0.9961294215302163,0.4225833193382291,0
xxz,0.2,1.606798098797381,1,0.42993261865881355,1.3045907992946244,0.9983489905031233,0.6586107033173944,1
xxz,0.2,-0.4756459310795413,0,0.09987349511681158,0.2484563473836312,0.9928175037008186,0.388289774952882,0
xxz,0.2,1.5296685342553586,1,0.3907295374382505,1.381998641670453,0.9848131201315053,0.6066938385985162,1
xxz,0.2,-0.3500633142840794,0,0.11666965417112787,0.3941648105712945,0.9892832188049386,0.40251354623841984,0
xxz,0.2,0.3833716365853141,0,0.20793159661744393,1.168460137130971,0.9828917570903383,0.47220849252035996,0
xxz,0.2,-0.0963725915847261,0,0.1477652944334104,0.6112809440771141,0.9856033860802054,0.43465386280725304,0
xxz,0.2,1.8697949992703544,1,0.3921217131224893,1.7912609022970543,0.9699450643877723,0.6236184983495139,1
xxz,0.2,1.4801488108239915,1,0.3914737852060749,1.3629602467190765,0.9893451355011971,0.6124390681538051,1
xxz,0.2,1.5709828526217404,1,0.476018423880407,0.834318000908965,0.9819821808492347,0.6999553064369488,1
xxz,0.2,1.984373488290914,1,0.4925961179276417,1.0732139802850895,0.9955774101107621,0.6889903352327039,1
xxz,0.2,0.61,0,0.26558784072879316,0.8746712495460045,0.9898121154645219,0.5320877494548643,1
xxz,0.2,0.67,0,0.2500481227310893,1.3517938493346513,0.98234449786928,0.5285909614569102,1
xxz,0.2,0.97,0,0.3064890083934939,1.4340441934764243,0.9953039770182255,0.5660536682237863,1
xxz,0.2,1.06,1,0.33834080700541497,1.2552157955764347,0.9942608280105978,0.5778748395443598,1
xxz,0.2,1.075,1,0.30155628233814274,1.8735129429311588,0.9860737083982741,0.5532913161593725,1
cluster,0.0,0.3853140330920491,0,0.9073413989439164,0.037599373189316054,1.0,0.38921942277843785,0
cluster,0.0,0.1719198464948141,0,0.984282936134552,0.0016955305388810515,1.0000000000000004,0.3475665520740993,0
cluster,0.0,0.2882668175043755,0,0.9517406279847593,0.012665020587392384,1.0000000000000004,0.36479788507737815,0
cluster,0.0,0.1906666715002539,0,0.9804190673257542,0.002547121458930768,1.0000000000000004,0.34954271622424254,0
cluster,0.0,1.4822284388564335,1,0.34202227938720003,1.533692105441867,1.0000000000000004,0.6596726173257412,1
cluster,0.0,1.647250550348674,1,0.3072455410132011,1.840353220478402,1.0000000000000004,0.6717232379360756,1
cluster,0.0,1.5963943894303454,1,0.3171952498346345,1.7452263176240468,0.9999999999999998,0.6683408895334171,1
cluster,0.0,0.205419343227828,0,0.9770289933512538,0.0034109606015384486,1.0,0.35129862198333894,0
cluster,0.0,0.6496524105322995,0,0.7255098383601352,0.22096625582642648,1.0000000000000004,0.4881717568928468,0
cluster,0.0,0.2728206179839341,0,0.957304162004137,0.01025642184364095,1.0000000000000009,0.36178489714231554,0
cluster,0.0,0.6932732759831587,0,0.6934055260509143,0.26811447309088177,1.0,0.504843785066613,1
cluster,0.0,1.421597727825366,1,0.3568198407863603,1.4226940308548635,1.0000000000000004,0.654351693346627,1
cluster,0.0,1.6401275512018094,1,0.30860175710059873,1.8269999666646388,1.0000000000000004,0.6712652921855897,1
cluster,0.0,1.510963902580274,1,0.33542069903623606,1.5866451979900251,1.0000000000000009,0.6620092918611812,1
cluster,0.0,1.7509309254076182,1,0.28876352437512637,2.0357011468759083,1.0,0.6778664815101362,1
cluster,0.0,0.61,0,0.7551388941783235,0.18197079529370175,1.0000000000000004,0.4725106175615134,0
cluster,0.0,0.67,0,0.7104412175516052,0.24242481548398231,0.9999999999999996,0.49603752121344874,0
cluster,0.0,0.97,0,0.5210113007558045,0.6473765481354707,0.9999999999999993,0.5878377398245196,1
cluster,0.0,1.06,1,0.4784291427573823,0.7915014603626638,1.0000000000000004,0.6063629802248383,1
cluster,0.0,1.075,1,0.47191144224560233,0.8161946807053333,1.0,0.609122298056133,1
cluster,0.02,0.3853140330920491,0,0.9019497355554417,0.04696453439145021,0.9996213205637353,0.3929003225126373,0
cluster,0.02,0.1719198464948141,0,0.9829899168033939,0.0036741206245300972,0.9997412565222432,0.34886081755187315,0
cluster,0.02,0.2882668175043755,0,0.9503926536631484,0.01664112843742771,0.9998281343396526,0.36614169453737344,0
cluster,0.02,0.1906666715002539,0,0.9791453577100718,0.004849807523791938,0.9997684142010865,0.35086495675378354,0
cluster,0.02,1.4822284388564335,1,0.33873312868410776,1.5742187725304593,0.9999614284760494,0.6602482267488303,1
cluster,0.02,1.647250550348674,1,0.30849043940912696,1.8493103623463973,0.9999740741155585,0.671561847180302,1
cluster,0.02,1.5963943894303454,1,0.31528004225594464,1.753852976786824,0.9999656039820611,0.668371717922323,1
cluster,0.02,0.205419343227828,0,0.9759966059855136,0.005783292829588227,0.9997917291986895,0.3526047813604657,0
cluster,0.02,0.6496524105322995,0,0.7209805516087893,0.23623443008468925,0.9997841841997197,0.49142580300161365,0
cluster,0.02,0.2728206179839341,0,0.9541850070029346,0.015004967676895298,0.9996538635848385,0.3640332720360373,0
cluster,0.02,0.6932732759831587,0,0.6840848668464279,0.2905824630461984,0.9996926425532524,0.5090676525676358,1
cluster,0.02,1.421597727825366,1,0.35450254883047766,1.4250594300500943,0.9999207122842965,0.6556182009179363,1
cluster,0.02,1.6401275512018094,1,0.3074422844199107,1.8458727915681408,0.99995665188154,0.6707103391412697,1
cluster,0.02,1.510963902580274,1,0.3341092132923876,1.5977878911207277,0.9999371445705172,0.6610085952781324,1
cluster,0.02,1.7509309254076182,1,0.28762381480445715,2.063029286399404,0.9999756714988928,0.6784633357430738,1
cluster,0.02,0.61,0,0.7504314706754003,0.1952497900835377,0.9998371831308709,0.4752240142643806,0
cluster,0.02,0.67,0,0.7008682409185449,0.265834621240848,0.9996259454043533,0.5016806127795538,1
cluster,0.02,0.97,0,0.5182087866849993,0.6693840177602102,0.9999624739678167,0.5893816158046462,1
cluster,0.02,1.06,1,0.4771026964020539,0.808697099740689,0.9999671656078047,0.607212593382287,1
cluster,0.02,1.075,1,0.46908614195894316,0.8381474402149465,0.9999752022785784,0.6105193509099781,1
cluster,0.05,0.3853140330920491,0,0.8934181286353172,0.06206732065134091,0.997648162229635,0.3985447071455981,0
cluster,0.05,0.1719198464948141,0,0.9806770353646801,0.0074819290960768114,0.9983818154544561,0.35085919177244,0
cluster,0.05,0.2882668175043755,0,0.9482717965441836,0.022729419085913527,0.9989746302902499,0.36801468400967086,0
cluster,0.05,0.1906666715002539,0,0.9769198361713024,0.009028186355611645,0.9985713287231507,0.3528819338953936,0
cluster,0.05,1.4822284388564335,1,0.33392418379904126,1.634202460016228,0.9997670072858509,0.6610659162051459,1
cluster,0.05,1.647250550348674,1,0.31044062326857746,1.8584335301348514,0.9998384769366314,0.6712978182217354,1
cluster,0.05,1.5963943894303454,1,0.31247150132046225,1.76482890275825,0.9997898119379655,0.6683749032042353,1
cluster,0.05,0.205419343227828,0,0.9742087838392258,0.009763733483045378,0.998734351379082,0.35455441848873626,0
cluster,0.05,0.6496524105322995,0,0.7140131479810855,0.259416694546835,0.9986428773506998,0.496213748181666,0
cluster,0.05,0.2728206179839341,0,0.9489886767804654,0.023128803118463104,0.9978188410028552,0.36762851761831183,0
cluster,0.05,0.6932732759831587,0,0.6702518565498788,0.3249340388838542,0.9981435601852433,0.5152183439305746,1
