sample_id,family,hamiltonian_parameter,label,split,seed,n_qubits,parameter,ground_energy,physical_diagnostic,split_type
70,cluster,0.595607537241352,0,validation,151,8,0.595607537241352,-7.243172933980658,0.7659118339659817,iid
71,cluster,1.6299554731655614,1,train,151,8,1.6299554731655614,-13.96619418098109,0.3105591912685457,iid
72,cluster,1.847084526698501,1,train,151,8,1.847084526698501,-15.593251255037163,0.273495790144328,iid
73,cluster,1.6401275512018094,1,test,151,8,1.6401275512018094,-14.041761127055317,0.3086017571006037,iid
74,cluster,0.473942230007257,0,validation,151,8,0.473942230007257,-6.761001103740021,0.8533970420021187,iid
75,cluster,0.4477070745634308,0,train,151,8,0.4477070745634308,-6.673106777912246,0.8705255331274664,iid
76,cluster,1.5182621242731908,1,validation,151,8,1.5182621242731908,-13.1416165140464,0.3337836589024615,iid
77,cluster,1.510963902580274,1,train,151,8,1.510963902580274,-13.088095831446909,0.3354206990362514,iid
78,cluster,0.2109937877612684,0,test,151,8,0.2109937877612684,-6.137833570038693,0.9756652785281948,iid
79,cluster,1.7509309254076182,1,train,151,8,1.7509309254076182,-14.869322054347444,0.2887635243751274,iid
80,cluster,0.55,0,train,151,8,0.55,-7.048436579507744,0.7997559335604226,iid
81,cluster,0.5650000000000001,0,train,151,8,0.5650000000000001,-7.110692350115583,0.788703046408565,iid
82,cluster,0.5800000000000001,0,train,151,8,0.5800000000000001,-7.174716192677323,0.7775635154798994,iid
83,cluster,0.5950000000000001,0,train,151,8,0.5950000000000001,-7.24047359078341,0.7663661690315132,iid
84,cluster,0.61,0,validation,151,8,0.61,-7.3079274737516196,0.7551388941783234,iid
85,cluster,0.625,0,train,151,8,0.625,-7.377038564745451,0.7439083616935079,iid
86,cluster,0.64,0,train,151,8,0.64,-7.447765731800392,0.7326997974762098,iid
87,cluster,0.655,0,train,151,8,0.655,-7.52006633473152,0.7215368020557985,iid
88,cluster,0.67,0,train,151,8,0.67,-7.5938965618082035,0.7104412175516058,iid
89,cluster,0.685,0,train,151,8,0.685,-7.669211751096153,0.6994330398709,iid
90,cluster,0.7,0,test,151,8,0.7,-7.74596669241481,0.6885303726590971,iid
91,cluster,0.7150000000000001,0,validation,151,8,0.7150000000000001,-7.824115906891905,0.6777494185775804,iid
92,cluster,0.73,0,train,151,8,0.73,-7.903613902068664,0.6671045029849703,iid
93,cluster,0.745,0,train,151,8,0.745,-7.984415401393673,0.656608124764971,iid
94,cluster,0.76,0,test,151,8,0.76,-8.066475547713578,0.6462710291492294,iid
95,cluster,0.775,0,train,151,8,0.775,-8.149750081020365,0.6361022975199778,iid
96,cluster,0.79,0,train,151,8,0.79,-8.234195491242838,0.6261094496136058,iid
97,cluster,0.8049999999999999,0,validation,151,8,0.8049999999999999,-8.319769147277274,0.6162985540129121,iid
98,cluster,0.8200000000000001,0,train,151,8,0.8200000000000001,-8.406429403752966,0.6066743432764019,iid
99,cluster,0.835,0,test,151,8,0.835,-8.494135687227264,0.5972403307182063,iid
100,cluster,0.85,0,train,151,8,0.85,-8.5828485636246,0.5879989262644928,iid
101,cluster,0.865,0,train,151,8,0.865,-8.672529788777672,0.5789515494514511,iid
102,cluster,0.88,0,train,151,8,0.88,-8.763142343923338,0.5700987379392323,iid
103,cluster,0.895,0,test,151,8,0.895,-8.85465045794951,0.5614402504838462,iid
104,cluster,0.91,0,train,151,8,0.91,-8.947019618105887,0.5529751635537034,iid
105,cluster,0.925,0,train,151,8,0.925,-9.040216570784532,0.5447019611162122,iid
106,cluster,0.94,0,train,151,8,0.94,-9.134209313850889,0.5366186173720966,iid
107,cluster,0.955,0,train,151,8,0.955,-9.228967081881056,0.5287226723861153,iid
108,cluster,0.97,0,train,151,8,0.97,-9.324460325524612,0.5210113007554926,iid
109,cluster,0.985,0,validation,151,8,0.985,-9.420660686085506,0.5134813735342556,iid
110,cluster,1.0,1,validation,151,8,1.0,-9.51754096628726,0.5061295137319773,iid
111,cluster,1.015,1,train,151,8,1.015,-9.615075098069925,0.4989521457756247,iid
112,cluster,1.03,1,train,151,8,1.03,-9.713238108156215,0.4919455393318375,iid
113,cluster,1.045,1,train,151,8,1.045,-9.812006082023965,0.485105847920592,iid
114,cluster,1.06,1,train,151,8,1.06,-9.911356126828531,0.4784291427572995,iid
115,cluster,1.075,1,train,151,8,1.075,-10.011266333737396,0.4719114422458578,iid
116,cluster,1.09,1,train,151,8,1.09,-10.111715740065147,0.4655487375265832,iid
117,cluster,1.105,1,train,151,8,1.105,-10.21268429153075,0.4593370144848716,iid
118,cluster,1.12,1,test,151,8,1.12,-10.314152804903973,0.4532722725755538,iid
119,cluster,1.135,1,validation,151,8,1.135,-10.416102931255216,0.4473505408133253,iid
120,cluster,1.15,1,train,151,8,1.15,-10.51851711998215,0.4415678912441448,iid
121,cluster,1.165,1,train,151,8,1.165,-10.62137858374706,0.4359204501911062,iid
122,cluster,1.18,1,validation,151,8,1.18,-10.724671264429212,0.4304044075329504,iid
123,cluster,1.1949999999999998,1,test,151,8,1.1949999999999998,-10.828379800167346,0.4250160242612009,iid
124,cluster,1.21,1,train,151,8,1.21,-10.932489493545797,0.4197516385330286,iid
125,cluster,1.225,1,train,151,8,1.225,-11.036986280957873,0.4146076704049274,iid
126,cluster,1.24,1,train,151,8,1.24,-11.14185670316496,0.409580625433587,iid
127,cluster,1.255,1,train,151,8,1.255,-11.247087877055186,0.4046670972880404,iid
128,cluster,1.27,1,validation,151,8,1.27,-11.352667468596817,0.3998637695145511,iid
129,cluster,1.285,1,train,151,8,1.285,-11.458583666969623,0.3951674165771152,iid
130,cluster,1.2999999999999998,1,train,151,8,1.2999999999999998,-11.5648251598548,0.3905749042779429,iid
131,cluster,1.315,1,train,151,8,1.315,-11.671381109854066,0.3860831896531708,iid
132,cluster,1.33,1,train,151,8,1.33,-11.778241132008052,0.3816893204272338,iid
133,cluster,1.345,1,train,151,8,1.345,-11.885395272378249,0.3773904340976741,iid
134,cluster,1.36,1,test,151,8,1.36,-11.992833987656809,0.373183756713516,iid
135,cluster,1.375,1,train,151,8,1.375,-12.100548125765044,0.369066601403149,iid
136,cluster,1.39,1,test,151,8,1.39,-12.208528907402108,0.3650363666981701,iid
137,cluster,1.4049999999999998,1,train,151,8,1.4049999999999998,-12.31676790850372,0.361090534695828,iid
138,cluster,1.42,1,train,151,8,1.42,-12.425257043572936,0.3572266690948764,iid
139,cluster,1.435,1,train,151,8,1.435,-12.533988549841546,0.3534424131367248,iid
140,cluster,1.45,1,train,151,8,1.45,-12.642954972226969,0.349735487476605,iid
